name,memo,image
松永涼,東京出身。10月1日生まれの18歳。身長は160cmで体重は47kg、スリーサイズは上から90・56・86。AB型右利きで趣味はﾎﾗｰ映画鑑賞。,/example/test_image2.png
松原早耶,兵庫出身。12月28日生まれの18歳。身長は156cmで体重は43kg、スリーサイズは上から83・58・86。AB型右利きで趣味はﾌﾞﾛｸﾞ。,/example/test_image3.png
松本沙理奈,東京出身。9月1日生まれの22歳。身長は165cmで体重は48kg、スリーサイズは上から92・58・85。A型右利きで趣味はｼｮｯﾋﾟﾝｸﾞ。,/example/test_image1.png
松山久美子,神奈川出身。1月21日生まれの21歳。身長は161cmで体重は44kg、スリーサイズは上から81・56・81。A型右利きで趣味はﾋﾟｱﾉ。,/example/test_image2.png
的場梨沙,山口出身。11月19日生まれの12歳。身長は143cmで体重は38kg、スリーサイズは上から71・58・73。B型右利きで趣味はﾀﾞﾝｽ、ﾊﾟﾊﾟとﾃﾞｰﾄ。,/example/test_image3.png
間中美里,神奈川出身。11月6日生まれの20歳。身長は160cmで体重は46kg、スリーサイズは上から84・57・85。AB型右利きで趣味は旅行。,/example/test_image1.png
真鍋いつき,石川出身。12月29日生まれの22歳。身長は165cmで体重は46kg、スリーサイズは上から85・57・83。O型右利きで趣味はとにかく運動。,/example/test_image2.png
水木聖來,茨城出身。4月27日生まれの23歳。身長は155cmで体重は43kg、スリーサイズは上から82・55・80。B型右利きで趣味は犬の散歩。,/example/test_image3.png
水野翠,愛知出身。12月5日生まれの18歳。身長は164cmで体重は47kg、スリーサイズは上から80・54・81。AB型右利きで趣味は弓道。,/example/test_image1.png
水本ゆかり,青森出身。10月18日生まれの15歳。身長は155cmで体重は42kg、スリーサイズは上から81・56・82。A型右利きで趣味はﾌﾙｰﾄ。,/example/test_image2.png
三船美優,岩手出身。2月25日生まれの26歳。身長は165cmで体重は46kg、スリーサイズは上から85・60・85。AB型右利きで趣味はｱﾛﾏﾃﾗﾋﾟｰ。,/example/test_image3.png
三村かな子,東京出身。1月6日生まれの17歳。身長は153cmで体重は52kg、スリーサイズは上から90・65・89。O型右利きで趣味はお菓子作り。,/example/test_image1.png
宮本ﾌﾚﾃﾞﾘｶ,ﾊﾟﾘ出身。2月14日生まれの19歳。身長は164cmで体重は46kg、スリーサイズは上から83・57・85。B型左利きで趣味はﾌｧｯｼｮﾝ。,/example/test_image2.png
三好紗南,香川出身。6月25日生まれの14歳。身長は149cmで体重は39kg、スリーサイズは上から75・56・80。B型右利きで趣味はTVｹﾞｰﾑ･夜更かし。,/example/test_image3.png
向井拓海,神奈川出身。8月7日生まれの18歳。身長は163cmで体重は53kg、スリーサイズは上から95・60・87。A型右利きで趣味はﾊﾞｲｸいじり。,/example/test_image1.png
棟方愛海,青森出身。8月1日生まれの14歳。身長は151cmで体重は41kg、スリーサイズは上から73・56・75。A型両利きで趣味は指の運動。,/example/test_image2.png
村上巴,広島出身。1月3日生まれの13歳。身長は146cmで体重は37kg、スリーサイズは上から74・53・76。A型右利きで趣味は演歌、将棋。,/example/test_image3.png
村松さくら,静岡出身。3月27日生まれの15歳。身長は145cmで体重は38kg、スリーサイズは上から75・55・77。O型右利きで趣味はﾋﾟﾝｸのもの集め。,/example/test_image1.png
ﾒｱﾘｰ･ｺｸﾗﾝ,ｻﾝﾌﾗﾝｼｽｺ出身。1月19日生まれの11歳。身長は150cmで体重は40kg、スリーサイズは上から70・58・72。B型左利きで趣味は女磨き･ｸﾞﾙﾒﾂｱｰ。,/example/test_image2.png
持田亜里沙,長野出身。8月24日生まれの21歳。身長は156cmで体重は45kg、スリーサイズは上から77・54・76。AB型右利きで趣味は子どもと遊ぶこと。,/example/test_image3.png
望月聖,長野出身。12月25日生まれの13歳。身長は150cmで体重は37kg、スリーサイズは上から82・56・86。O型右利きで趣味は歌を口ずさむこと。,/example/test_image1.png
桃井あずき,長野出身。7月7日生まれの15歳。身長は145cmで体重は40kg、スリーサイズは上から80・55・78。A型右利きで趣味は金魚すくい。,/example/test_image2.png
森久保乃々,神奈川出身。8月27日生まれの14歳。身長は149cmで体重は38kg、スリーサイズは上から73・55・76。AB型左利きで趣味はﾎﾟｴﾑ作り･少女漫画集め。,/example/test_image3.png
諸星きらり,東京出身。9月1日生まれの17歳。身長は182cmで体重は60kg、スリーサイズは上から91・64・86。O型右利きで趣味はかわいい物集め。,/example/test_image1.png
楊菲菲,香港出身。9月29日生まれの15歳。身長は152cmで体重は41kg、スリーサイズは上から82・58・84。O型右利きで趣味は料理。,/example/test_image2.png
八神ﾏｷﾉ,岐阜出身。11月7日生まれの18歳。身長は160cmで体重は45kg、スリーサイズは上から85・56・83。B型右利きで趣味は諜報活動。,/example/test_image3.png
矢口美羽,千葉出身。7月10日生まれの14歳。身長は150cmで体重は41kg、スリーサイズは上から81・56・80。B型右利きで趣味はﾒｰﾙ。,/example/test_image1.png
柳清良,愛媛出身。5月12日生まれの23歳。身長は158cmで体重は47kg、スリーサイズは上から85・58・86。O型右利きで趣味はﾄﾞｷｭﾒﾝﾀﾘｰ番組鑑賞。,/example/test_image2.png
柳瀬美由紀,北海道出身。3月16日生まれの14歳。身長は144cmで体重は33kg、スリーサイズは上から75・54・77。O型右利きで趣味はぬいぐるみ集め。,/example/test_image3.png
大和亜季,福岡出身。12月16日生まれの21歳。身長は165cmで体重は51kg、スリーサイズは上から92・60・85。O型左利きで趣味はｻﾊﾞｹﾞｰ､ﾌﾟﾗﾓ収集。,/example/test_image1.png
結城晴,愛媛出身。7月17日生まれの12歳。身長は140cmで体重は37kg、スリーサイズは上から74・55・78。A型右利きで趣味はｻｯｶｰ。,/example/test_image2.png
遊佐こずえ,高知出身。2月19日生まれの11歳。身長は130cmで体重は28kg、スリーサイズは上から62・50・65。B型右利きで趣味はしゅみってなぁに?。,/example/test_image3.png
夢見りあむ,やさしい世界出身。9月12日生まれの19歳。身長は149cmで体重はﾘﾝｺﾞたくさん、スリーサイズは上からでっかい・ふつう・たぶんふつう。AB型右利きで趣味は夜中の意味深ﾎﾟｴﾑ、現場参戦。,/example/test_image1.png
横山千佳,宮崎出身。12月18日生まれの9歳。身長は127cmで体重は31kg、スリーサイズは上から60・55・65。A型右利きで趣味は魔法少女ごっこ。,/example/test_image2.png
吉岡沙紀,神奈川出身。5月8日生まれの17歳。身長は166cmで体重は43kg、スリーサイズは上から86・60・85。A型右利きで趣味はｽﾄﾘｰﾄｱｰﾄ。,/example/test_image3.png
依田芳乃,鹿児島出身。7月3日生まれの16歳。身長は151cmで体重は40kg、スリーサイズは上から73・53・73。O型右利きで趣味は悩み事解決・石ころ集め・失せ物探し。,/example/test_image1.png
ﾗｲﾗ,ﾄﾞﾊﾞｲ出身。5月21日生まれの16歳。身長は150cmで体重は40kg、スリーサイズは上から75・54・78。O型右利きで趣味は公園で知らない人とおしゃべり。,/example/test_image2.png
龍崎薫,愛媛出身。7月20日生まれの9歳。身長は132cmで体重は32kg、スリーサイズは上から65・51・70。O型右利きで趣味は料理。,/example/test_image3.png
ﾙｰｷｰﾄﾚｰﾅｰ,栃木出身。3月10日生まれの19歳。身長は157cmで体重は45kg、スリーサイズは上から77・56・82。B型右利きで趣味はｼﾞﾑ通い。,/example/test_image1.png
若林智香,鹿児島出身。8月30日生まれの17歳。身長は156cmで体重は45kg、スリーサイズは上から82・57・83。A型右利きで趣味はﾁｱﾘｰﾃﾞｨﾝｸﾞ。,/example/test_image2.png
脇山珠美,佐賀出身。9月20日生まれの16歳。身長は145cmで体重は38kg、スリーサイズは上から72・53・75。B型右利きで趣味は剣道・時代小説を読むこと。,/example/test_image3.png
和久井留美,広島出身。4月7日生まれの26歳。身長は168cmで体重は49kg、スリーサイズは上から81・60・86。A型左利きで趣味は仕事。,/example/test_image1.png
